Ticker,Volatility,Beta,Downside_Deviation,Excess_Return_Std,VaR_5pct,Max_Drawdown
BALL,0.2631017382678465,0.8789416882117747,0.15828112643568537,0.2631055850275399,-0.02258090049371558,-0.20245854367515795
BAX,0.2873114451714309,0.4721010098892469,0.24148708032417682,0.2873160754737573,-0.021617645424874755,-0.24948599199078977
BBWI,0.41776316277648434,1.3921231820223785,0.2855100449814755,0.4177643641726713,-0.040479299115250826,-0.4116287971900787
BBY,0.3306854556290967,0.9326683370542768,0.14706351631263775,0.3306911909354406,-0.02549141365412257,-0.15651126978443688
BDX,0.19606434897935368,0.41580896335254364,0.1679080337440478,0.19606903373084314,-0.01943055486454233,-0.1883978405973201
BEN,0.306445712540329,1.01081360755648,0.2374302445793418,0.3064459035411211,-0.027816709509798726,-0.35023192802988123
BG,0.23573761795228865,0.31720905955308615,0.17800993008414098,0.23573871677359223,-0.02422730779232268,-0.24978319418455905
BIIB,0.2606521839954146,0.68906148715615,0.1964560304199303,0.2606525674635683,-0.02743190515818569,-0.2889452767914902
BIO,0.3200234792226909,0.9779940379104916,0.22684700504168284,0.3200296784480634,-0.03130775156294426,-0.30941291344516775
BK,0.17957243145168914,0.7121456487974747,0.11107056110029834,0.17957630804748728,-0.01510471447707544,-0.10126581013863518
BKNG,0.2630077443871682,1.2004686136998495,0.23796555758869,0.26301012450511796,-0.025985288699268957,-0.19748773574259296
BLK,0.19631673714470407,1.023080036797614,0.11922820404807864,0.19632055785180116,-0.02017681272063257,-0.1538319786708108
BMY,0.26346813783108697,0.3974085060593241,0.18292451033514082,0.2634748032035663,-0.02308529592451035,-0.3479118703318993
BR,0.18472693518938205,0.7634411841141941,0.12790661403953063,0.1847293667403668,-0.016442725084352825,-0.11439150855654587
BRO,0.1864031089631658,0.528714426488437,0.1239922817610354,0.18640661194980693,-0.017168314856036464,-0.09744559119663285
BSX,0.19073329351549057,0.5338966183285193,0.1453812567301589,0.19073766251892232,-0.016688098158522707,-0.10850443245297606
BWA,0.3269493908633241,0.9765960087396962,0.25346227361065987,0.32695324423844146,-0.031961794023902874,-0.2704402579562124
BX,0.3094401627645109,1.481674741891032,0.2049539183209027,0.30944406879956554,-0.02909938316984807,-0.2215948708096062
BXP,0.38655999998524515,1.5196041921475782,0.22023832800431573,0.3865654141094757,-0.03342237306501205,-0.2345291791262045
C,0.24186843353211682,0.9857711052878166,0.15932255224070202,0.2418687788025628,-0.018862210565743054,-0.1700931799465073
CAG,0.21274350764093192,0.18522968331985765,0.11571130434176582,0.2127468905481228,-0.019736445191074065,-0.12187913688340273
CAH,0.21249171747697645,0.10849048944072708,0.15423457892886516,0.21249143462598494,-0.019573995181128734,-0.18924065354650865
CAT,0.2553438793146766,1.1856788614452383,0.19043912967965526,0.2553506000209364,-0.023900942647226853,-0.20095437282168419
CB,0.16966583473636349,0.26356415457288423,0.1106066024920558,0.1696674658421077,-0.01507607167258569,-0.07937146116869545
CBOE,0.20120798920658242,-0.2457178551387863,0.11178654630056141,0.20120815445428028,-0.018792825001935385,-0.14988581642302304
CBRE,0.2849017706769582,1.0914098045102567,0.1727087147700517,0.2849074536571959,-0.0232197792943303,-0.23419121890213185
CCI,0.25124528974206156,0.5516614122264484,0.1495701508482596,0.25124771669104784,-0.02353217511592215,-0.21523148105549111
CCL,0.44489264490416963,1.6946003298873271,0.27389951016190694,0.4448943792087358,-0.04714936764046417,-0.2943058443882971
CDNS,0.3033675512344351,1.7411251094934617,0.2011350940210439,0.3033644672328376,-0.02939858274378186,-0.2439816344934422
CDW,0.22819099446096014,0.8697893681240522,0.19849934182345882,0.22819262373788982,-0.019917401637551114,-0.19854964872890432
CE,0.2691028920906297,1.1904346157823067,0.16896589807646495,0.26910411239501725,-0.028366185456544315,-0.2724310457846221
CF,0.28396767793639827,0.5252757437658848,0.1789668625173565,0.2839717079960065,-0.029407885599806873,-0.1983824978962942
CFG,0.3276753075107393,1.1699655023167,0.19633261729797333,0.32767922265808397,-0.033016415832828876,-0.19415075702857554
CHD,0.17662503249010808,0.042445073007863356,0.14437650663127308,0.17662623016404824,-0.017728116018040616,-0.10909655144557268
CHRW,0.31313293120377483,0.28623932233944527,0.21353251094676992,0.31313552791732585,-0.02103742361004241,-0.2501656869543309
CHTR,0.3901670876770196,0.9116873660278241,0.3057250426241119,0.3901672416820211,-0.02831046758077469,-0.4413139480121025
CI,0.269993308078406,0.28354829851619023,0.18269628517466144,0.2699946091644449,-0.02039643406561893,-0.19254295084075732
CINF,0.20522998885419913,0.4252975560991288,0.14542866739824134,0.2052345983294103,-0.017122950915836252,-0.1090211393169139
CL,0.14595223862959317,0.18262017918479517,0.09433094322848053,0.14595447059867228,-0.013798600549348294,-0.06869498865856101
CLX,0.23455239674510325,0.4260824323928004,0.14337919218577347,0.2345602623115275,-0.020384543687524976,-0.25905473703478094
CMCSA,0.2254175379057607,0.6487317920735668,0.17347923345825875,0.22541932766589268,-0.021919456420334386,-0.21035733174943871
CME,0.1716537634403171,0.030150145038007926,0.11620707926265152,0.17165609546591074,-0.017846924028717265,-0.12613513737459395
CMG,0.2670344302379722,0.7553084225876742,0.19704323768739543,0.2670343136981875,-0.020380295212724487,-0.27310864421051545
CMI,0.2283044138154401,0.7153134875644178,0.13750314846115058,0.22830889616536612,-0.022326563850246228,-0.12012142945527746
CMS,0.18261237601251049,0.20986902647794134,0.12388073489051732,0.18261581704661267,-0.016908753779688573,-0.1166812280380044
CNC,0.2526861695823061,0.32978207258220776,0.1599858148029617,0.25268612277866825,-0.02388748548450329,-0.1930108638929714
CNP,0.20921045255501725,0.41308888288663886,0.17030256754010029,0.20921033741562925,-0.023219931919791943,-0.18141170239731907
COF,0.26437598110330107,0.8616184094939443,0.15821114034372333,0.2643774237997465,-0.023342091715227213,-0.1482864062754136
COO,0.26893966220669235,0.7672794461691338,0.12534207878151885,0.268947143985603,-0.023227677903690975,-0.16794779673664811
COP,0.2147251697844408,0.3352361969977382,0.13290519891831196,0.2147268872253788,-0.02265941999903715,-0.21682147731632107
COR,0.1647683588754703,-0.04283550263614906,0.1138946261147536,0.16476710342269157,-0.01234153973268276,-0.12038240834219881
COST,0.19421658586772333,0.8314706242688779,0.16003062756267375,0.19421751561606757,-0.016131070279471388,-0.10273809393395553
CPB,0.22041776931277238,-0.12482559329035944,0.13115935440822915,0.22041978152514216,-0.021477820546283635,-0.12485629100042787
CPRT,0.20228233823998937,1.041815932658442,0.1205251625335656,0.2022807255178193,-0.02050531219510742,-0.15291891019084383
CPT,0.23657496947552062,0.7738397768988045,0.14525875968883126,0.23658247865634086,-0.021979329504145228,-0.20271679508309437
CRM,0.3418603885140684,1.3592080825528847,0.32393367673066215,0.3418602508005293,-0.02351617750731442,-0.3120108837808811
CSCO,0.20236535989483814,0.6870815718874507,0.1801805082727723,0.20236910583593817,-0.01739738175301276,-0.2186517116672329
CSGP,0.2797574310580396,0.895502737506545,0.16770662162654587,0.2797589381135023,-0.0264973496111784,-0.2674716680769279
CSX,0.1764573295540894,0.633190202817926,0.10893829442045194,0.1764587427308469,-0.018291073108307077,-0.16154248541931693
CTAS,0.18929203926701507,0.7666390919738043,0.11425238489571704,0.18929376515065752,-0.015251071315051339,-0.08504338979398111
CTRA,0.22908503353091986,0.6093092442184663,0.14249060102575126,0.22908410414239874,-0.022091064538417495,-0.21743518288590938
CTSH,0.19602029274868052,0.7059219613081585,0.11749856149390676,0.19602399752098235,-0.019444812804106513,-0.19493858203563175
CVS,0.30174156552676823,0.3844586280230123,0.28857780401801564,0.3017400901773431,-0.028425786584278606,-0.34131660188896223
CVX,0.20515250369571303,0.36369331556835394,0.16423963348592183,0.205155242143234,-0.02385643738255168,-0.17112950282163455
D,0.2545285643818922,0.3080092711321228,0.16952350426672388,0.25453219596983157,-0.02254660272177561,-0.18712733063838682
DAL,0.3121113914185198,1.2516786779536961,0.20756856360227532,0.31211594536811954,-0.029977251450068614,-0.2992865026108034
DD,0.26156382658317434,0.7147048184466154,0.24829317971289436,0.26156680792595643,-0.018119418126200014,-0.21029547932548243
DE,0.23194499801319143,0.761445679041713,0.1619572099148876,0.23194924072896006,-0.02381915105957403,-0.16791737462961814
DFS,0.3178255314197246,0.8730749622629719,0.23828897809130065,0.31782800050093973,-0.024472704624783456,-0.14724984369019758
DG,0.46114766454683553,0.4815366547351341,0.4821083343921918,0.4611417985775359,-0.03178406814016743,-0.4853616139903077
DGX,0.19908111014043448,0.22795951151323635,0.11667573898911698,0.19908333392640334,-0.0169338910095571,-0.1289846017333664
DHI,0.33567386826008644,1.2660899883137238,0.22922562244199632,0.335677327920253,-0.028822537022272863,-0.1783044411652905
DHR,0.23262164477820055,0.7635837128226417,0.13483517873965148,0.23262613378942645,-0.021427545626049125,-0.19956754117398579
DIS,0.26695763353415564,0.644120893070981,0.19066031607608783,0.26695533797922555,-0.024713184955966836,-0.3030451173520995
DLR,0.2612771360294529,1.1068336840478925,0.18264071566994403,0.261277616463946,-0.02602502160079222,-0.1263277779996738
DLTR,0.31188794895122773,0.6470248542165864,0.2773973773316543,0.3118840130554137,-0.03076320566989054,-0.4368084558221833
DOV,0.20585475815016432,0.8492656251406518,0.11681413327561027,0.2058595931281353,-0.018058004212671935,-0.11097264879168144
DPZ,0.2817128905208568,0.7109376105017947,0.24472851109103497,0.28171312565621726,-0.02358454107003484,-0.24261674099907554
DRI,0.207404120703367,0.5402751669082911,0.1432083082130947,0.20740780321462812,-0.01964713043495309,-0.21507761647806717
DTE,0.19889135495605872,0.3044000300218698,0.13592920545931222,0.19889539909484552,-0.01993039669856518,-0.11962619674539955
DUK,0.16479610851546755,0.21997892085206278,0.10168240103160502,0.16479900461655647,-0.015466171677698915,-0.10487160635807911
DVA,0.35059679387382636,0.5105529288614353,0.301292454483034,0.3506008247480754,-0.029110175281087825,-0.29159009337941555
DVN,0.2548586759693132,0.6216784096577364,0.17458604941289066,0.25486035433236565,-0.026329914014403683,-0.23943927800543777
DXCM,0.5822511841588978,0.49694476234374874,0.6347042842784566,0.5822485900047422,-0.04059591808147574,-0.5443218128115372
EA,0.17161435063187658,0.6357858503593783,0.11400134302203528,0.17161313594193084,-0.015409799722746803,-0.1305796930891387
EBAY,0.24452072889634147,0.7272719063533022,0.1422803243752789,0.2445263715302029,-0.022815560474226754,-0.14744164031292442
ECL,0.20136031263459458,0.5743626899328097,0.14541010845914232,0.20136333095379594,-0.014533346240293444,-0.1436497295911923
ED,0.174848530955147,0.09422737664235718,0.12628077518198919,0.17485134278164208,-0.02007347024899116,-0.11647537158199882
EFX,0.2986988188343696,1.2303907025925782,0.20941836643083406,0.2987033578922498,-0.027105026614359238,-0.2097664394087352
EG,0.23932783711012004,0.4055193865255158,0.20146427091878594,0.239326063478819,-0.02130004551482295,-0.15412816146293523
EIX,0.20202160470981542,0.44593260390042716,0.1253365862729564,0.20202761444173095,-0.020855822465210155,-0.15190049333056918
EL,0.43565805654234663,1.0905590586501932,0.34574952750253357,0.435661087468517,-0.03569816578294156,-0.46482899963659813
ELV,0.1884160561623835,0.3788151370199659,0.1406317067743748,0.18841682842483282,-0.015054730097124654,-0.09585280060591563
EMN,0.23188846516288947,0.8540235472711356,0.15112123102224218,0.23189202025868216,-0.023362805871548493,-0.16539717635837678
EMR,0.24738610143818834,1.0188368267381613,0.18449944959398096,0.24738842381778153,-0.02049197076239066,-0.16261463266106013
EOG,0.23112418912495106,0.3207300170661597,0.1502228598504496,0.231125653729979,-0.02350403240175855,-0.19511117254103183
EQIX,0.2582940987838499,0.9896995156987922,0.14433719602645187,0.25829636322548405,-0.023933174259747073,-0.24182951827410576
EQR,0.20571687278190992,0.6821691767632478,0.12018435467399798,0.20572290350138406,-0.02017827401398156,-0.16630095199418538
EQT,0.3196680200854552,0.7478314029467551,0.19520592503706022,0.3196688176011726,-0.03152512904900861,-0.32446336628257677
ES,0.26759742942488257,0.41062948454526166,0.19011121143950624,0.26760277207396316,-0.023566605779016363,-0.18590941811069434
ESS,0.22127225488809463,0.7957488164765709,0.11889375926313216,0.2212770738833465,-0.0217022371974183,-0.1300706379749884
ETN,0.28093573679207523,1.5163943623230023,0.21595115272525928,0.28093800795869084,-0.028055947591326427,-0.20056329812205248
ETR,0.18844258706471292,0.34822119674200275,0.12939924086536364,0.1884448120456023,-0.018665151869448785,-0.10032391329399223
EW,0.4199218254984271,0.9857193956327773,0.4545028942474564,0.4199229497954525,-0.02368399586522756,-0.37526159179384866
EXC,0.21456893867504118,0.25559732623360776,0.17151093871735412,0.21457074564343495,-0.01949084849428367,-0.19646274356417773
EXPD,0.20137091856284145,0.6422000226335006,0.15656290524542021,0.2013709864370801,-0.021259639603096125,-0.14363747332382298
EXPE,0.43336777495035445,1.208541456440295,0.35047356489085696,0.43336816637580255,-0.02783223855495731,-0.31347587308652664
EXR,0.2992647714486714,0.9895580160038299,0.16845472966327416,0.29926952118791317,-0.0263930514696084,-0.1950647837245924
F,0.3801990169176682,1.2634634657548327,0.34402538469514005,0.38020171343151143,-0.03208583721951891,-0.332646054236473
FAST,0.21326074799168696,0.6459045775092456,0.1410211955781814,0.21326001210871465,-0.01772760398882033,-0.20823767403279572
FCX,0.34349394402293243,1.3630215409124,0.20333719340541137,0.34349654412383357,-0.036305475175024346,-0.2796208527510172
FDS,0.20387262523533856,0.6351419450590082,0.1671366295404804,0.2038732881186971,-0.021715869481401834,-0.19063328635289967
FDX,0.2883787077419193,0.8083581740595215,0.20875187575964663,0.2883788062644032,-0.020008363356651397,-0.16149975833395905
FE,0.178042418728286,0.28334298998407725,0.11986020943782594,0.1780448482803947,-0.018672730894219166,-0.11677056058273612
FFIV,0.2428709786820923,0.9517910062240904,0.17397121418071312,0.24287463420666502,-0.01904257371256581,-0.15688278990452925
FI,0.17174000510209497,0.7330411756377222,0.10620784482146838,0.17174432418749858,-0.01560868308725822,-0.10958568668549126
FIS,0.23441554987262755,0.8517242675714737,0.12061945973017467,0.23442071792343855,-0.020464902073776603,-0.19010818790741563
FITB,0.2959109220728411,0.9678561542670147,0.16493713161956997,0.2959144117262244,-0.025028099955412823,-0.1682413150835916
FMC,0.4672344687034211,0.9184239458557748,0.33136503480799917,0.46724040065535954,-0.03942800635511649,-0.39469866062668235
FRT,0.20942411990443174,0.6492672849559924,0.12706065540990105,0.20942748323001698,-0.021158838315663345,-0.14049340117057393
FTNT,0.39385622461898884,0.7239161147050246,0.2541847395423628,0.3938617991195271,-0.02915111850824897,-0.24195976979630338
FTV,0.22535547725489927,1.012286379319368,0.20347169789976036,0.22536155796195342,-0.01976490632322949,-0.22343259444591496
GD,0.17804383329190618,0.3915365757859889,0.09924402742309696,0.17804317103110132,-0.014213079326136373,-0.06901375766077698
GE,0.2779326049661167,1.1818555882028974,0.1656892137202938,0.2779357159331862,-0.02241294392717538,-0.0899888756628767
GEN,0.30796628326228387,0.8254622262869096,0.20946085321718338,0.3079687007948379,-0.024050180579614566,-0.19941778207843694
GILD,0.24196684170168647,0.19746565604407307,0.18726190976700047,0.24196818697021594,-0.023999807197927416,-0.27654942303195906
GIS,0.19170766767272437,-0.15099444455225686,0.12656214752755554,0.19171238155704334,-0.0191186494467297,-0.12721687659132086
GL,0.6449519971872494,0.19584870552802755,0.8084215263195161,0.6449530757869324,-0.025001038373715548,-0.6170560708236009
GLW,0.25981817655278794,0.812004892821628,0.14939096861385245,0.25982261069479395,-0.02140618171151839,-0.18268403251145834
GM,0.30518429668066,0.9899667466181629,0.1928155818929651,0.3051905555081185,-0.02764945860591804,-0.2152532291817601
GOOGL,0.2776527653553878,1.2780178289268025,0.22380723081984835,0.2776509799250613,-0.02437573442247443,-0.17203682733384104
GPC,0.2553724600420301,0.7346996594066664,0.20767686066476576,0.25537599736993405,-0.02386795040903144,-0.19794350979408964
GPN,0.27484060945146216,1.0919714645903822,0.203510806003559,0.27484567483527533,-0.024954873524668818,-0.3365232269452327
GRMN,0.25556183394642545,0.7585726132377915,0.13707122096194008,0.2555632550370332,-0.01576720428257047,-0.09875093017015063
GS,0.2236574222103769,0.9890560596639003,0.1420791209488264,0.2236604110787015,-0.01897636910569017,-0.1586325057325071
GWW,0.2089083400907886,0.7819547758126004,0.14279792352062762,0.20890818433088293,-0.019615283559759725,-0.14619980806428676
HAL,0.26640492584925873,0.5822306624996806,0.19248479642462246,0.26640380787628964,-0.03095245275551646,-0.2894128302400526
HAS,0.33467080958251927,0.8972999428092753,0.23301273633632172,0.33467966552414,-0.031005023493767755,-0.4119582810634692
HBAN,0.2776338723685834,0.94262306932085,0.16518432386405862,0.27763827918018125,-0.025680779351624404,-0.154121889833865
HCA,0.2401312641310136,0.6493192849012149,0.17971803128375613,0.24013901987017577,-0.02199321929879674,-0.19215503645059254
HD,0.20712346581671062,0.986552394781909,0.12575254392652202,0.2071267070129725,-0.019537222573597277,-0.17737855247532766
HES,0.2605456099240528,0.5438998835231769,0.20472207587233568,0.26054585685919057,-0.02794633566974378,-0.2105611803658082
HIG,0.18239911036998013,0.44090863497496374,0.13115618270970852,0.1824025714066862,-0.016343314998520413,-0.07690812646556745
HLT,0.19802053671839281,0.9340123739743031,0.11915101194132147,0.19802003389872483,-0.018213356151997293,-0.11556157077459368
HOLX,0.17672492396028633,0.34575552519406366,0.1028148756411841,0.17672826341565362,-0.016557874901116595,-0.12132251078128
HON,0.16025337298790202,0.6367387200681278,0.11104801478695173,0.16025333160132968,-0.01669955793556084,-0.10662554048616478
HPE,0.3400384895631018,1.325277324928537,0.2273544932474323,0.340039099172733,-0.030364873048030122,-0.23443227122078117
HPQ,0.2909022004296206,0.7923548424771444,0.1606883051838355,0.2909039431859708,-0.025420537898842716,-0.16527633085795476
HRL,0.2828514697622957,0.29131353367455143,0.22772427232785009,0.28285586649461614,-0.022783229818356624,-0.26976867591505044
HSIC,0.2451146047580926,0.536355501020901,0.16303574039456495,0.24511883521691458,-0.02087323434358317,-0.20665261994469478
HST,0.23741577796126598,1.075165912476426,0.15090667651818937,0.23741658314401026,-0.02492625288271519,-0.24728130669345744
HSY,0.2050377862877491,0.26215596588925494,0.12153641138492435,0.2050410357973931,-0.020983238686143695,-0.15504095547623792
HUBB,0.2950379513635274,1.3261748534294753,0.2317930660053051,0.29504267907414683,-0.030395007341291497,-0.17544341647805606
HUM,0.3247269104304287,0.0696161136068127,0.34852407979567274,0.32472373355034995,-0.03188206036062008,-0.42372334813230844
IBM,0.21529314025965374,0.7006001434623161,0.15123499958619224,0.21529597927133468,-0.016501707815298035,-0.16862173278062778
ICE,0.1611998192502973,0.6261869968115469,0.09425783687036453,0.1612051280297742,-0.015297480756160175,-0.10419161801703952
IDXX,0.2857436296999729,1.2305567923679006,0.1725111072565682,0.2857460857657856,-0.02504241474927325,-0.2111221064985012
IEX,0.19370816669074667,0.7961731370904849,0.13428840696849056,0.19371455242856703,-0.01973550620027022,-0.22495627224554676
IFF,0.2549868400235972,0.7648326437868563,0.15553292584735579,0.25498906101385194,-0.02292262433263205,-0.1126918780960493
INCY,0.2662488934244003,0.29749885436576623,0.14759589719612182,0.26625256168644007,-0.02429477780186528,-0.23141608169673875
INTC,0.4883464267118351,1.8543268962768429,0.4683112672576927,0.4883417495283853,-0.046055035547710184,-0.6258865169610858
INTU,0.26616442603527524,1.3071113357133874,0.2168851797380917,0.2661637415049872,-0.026774380938785484,-0.1600848101533239
IP,0.2901144062358584,0.558342745527827,0.18411352717657517,0.29011651531394733,-0.026323720005423865,-0.1794369226476481
IPG,0.21757822179897032,0.8423791150242799,0.1372386909310585,0.21758259890484136,-0.02205800321996223,-0.15928147781821955
IQV,0.2995306352937825,1.2698336613977184,0.16591925759884418,0.2995348488216786,-0.026389075803096955,-0.20181399966478814
IRM,0.23963925958937346,1.0089515534861258,0.1451537101731718,0.23964309963538516,-0.022500842345850165,-0.10606056633658727
ISRG,0.27741028327421574,1.1523338417802942,0.18146003571975752,0.2774134224347524,-0.02638386582984835,-0.16031057266953636
IT,0.2670158746822555,1.1513611127930095,0.16911922355331435,0.2670145167085046,-0.020855567854355543,-0.14597087858234495
ITW,0.15632473364052663,0.5881867871608629,0.11538985803360485,0.15632906924997395,-0.01837534702815396,-0.1375725558757981
IVZ,0.31584240789723517,1.3234496630060248,0.23659076780375168,0.3158470916197326,-0.027668728137838248,-0.22228317177224277
J,0.21351234562007584,0.8203961392122545,0.18341579815412928,0.21351511550775407,-0.01739787787560022,-0.12782331073198788
JBHT,0.27164631284330726,1.02639374288878,0.2181338357432554,0.27164841284582913,-0.02350561733486394,-0.29312553816908055
JCI,0.25333662045671856,1.0834435194966783,0.21343100217759808,0.25334194992342085,-0.02519948544669194,-0.17566410056627463
JKHY,0.18847716854558327,0.5965724792946436,0.11275099598637175,0.18848063269238888,-0.01741978233613959,-0.11536733352393289
JNJ,0.154815426249182,0.10286526038736732,0.09983622602604016,0.15482100353371728,-0.01680334064764587,-0.11958046193960589
JNPR,0.2601801344170174,0.21080895339228117,0.08670800688477172,0.26018241756775085,-0.012683954910609214,-0.14666669796674564
JPM,0.1833609749070289,0.6390964507052359,0.16028049898467953,0.1833647850853075,-0.014146840697509478,-0.1013049371298754
K,0.279179953626426,-0.2556657805226001,0.13343670681071598,0.27918851263635974,-0.01826548862354173,-0.14764942954006394
KEY,0.3656660126784584,1.2411320284143819,0.20373644507881686,0.3656689551747206,-0.03369614485484681,-0.1665250604857977
KEYS,0.29242056465810234,1.379004235328181,0.20281613930420767,0.29242534204930587,-0.02579019418859972,-0.2579247310558166
KHC,0.20350669057496032,0.1420131549928911,0.1603943484911718,0.20350860334299078,-0.020478055223935466,-0.17567918880885317
KIM,0.25731456713364853,0.8393840819106542,0.1431767803290262,0.25731798959490254,-0.022900484656324077,-0.22089418934981647
KLAC,0.38500932040871083,2.1397799234240797,0.27762510378292654,0.385009165860588,-0.03416092722716727,-0.219846470603604
KMB,0.1804290879707929,0.20365986487132395,0.149004995695302,0.1804311133150877,-0.016893844063657855,-0.08738775614775404
KMI,0.17166053722510768,0.47678452141943783,0.10695878409990497,0.17166211848452756,-0.017493711733110318,-0.0850359394602712
KMX,0.37837799431386193,1.444222632905787,0.2878636222548551,0.37838258187109497,-0.03246504932771473,-0.2797853251209434
