Ticker,Trading_Days,Mean_Daily_Excess_Return,Annualized_Excess_Return,Sharpe_Ratio,Cumulative_Return,Annualized_Return,Mean_Daily_Return
BWA,250,-0.000766252237575041,-0.19309556386891033,-0.5905907565428193,-0.17486076678646656,-0.17612854665982902,-0.000554997055745574
BX,250,0.0012161005514277105,0.30645733895978305,0.9903480785675778,0.36242706020491067,0.3658020712119845,0.001427355733257183
BXP,250,0.0005629721592792181,0.14186898413836296,0.36699864747389316,0.12807439826698497,0.12916249567735028,0.0007742273411086893
C,250,0.0015439936825717444,0.3890864080080796,1.6086673523319452,0.506131261356848,0.5110739735720844,0.0017552488644012132
CAG,250,0.0001263264413600032,0.0318342632227208,0.14963444655149954,0.06412009166723509,0.06464928884558208,0.0003375816231894686
CAH,250,0.0008879337156222168,0.22375929633679864,1.0530273689885277,0.28705182534872775,0.2896527933563018,0.0010991888974516855
CAT,250,0.00079204571418694,0.19959551997510888,0.7816528332369059,0.24401748857123984,0.2461923980133114,0.0010033008960164107
CB,250,0.0011862788134327767,0.2989422609850597,1.7619303706890688,0.3979044815835884,0.40165560224029506,0.0013975339952622444
CBOE,250,0.0011169804914146159,0.2814790838364832,1.398944712752398,0.3660547556711333,0.36946788568801936,0.0013282356732440817
CBRE,250,0.001114237938230617,0.28078796043411547,0.9855409426106592,0.33852596934424484,0.341651794774817,0.001325493120060084
CCI,250,0.0003762051734225684,0.09480370370248724,0.3773316030531918,0.12278240365012794,0.12382312016180297,0.0005874603552520341
CCL,250,0.00036960579871087864,0.09314066127514142,0.2093545471192425,0.04895107947691235,0.04935219694232007,0.0005808609805403455
CDNS,250,0.0003669726058193823,0.09247709666648435,0.30483826108581974,0.10416322619269947,0.10503884592198309,0.000578227787648851
CDW,250,0.00012113032668517209,0.030524842324663366,0.133767874809684,0.058448293188649636,0.05892939494107119,0.00033238550851463734
CE,250,-1.5838159259510266e-05,-0.003991216133396587,-0.014831494390311995,0.013188613557245876,0.01329482075131061,0.0001954170225699578
CF,250,0.00013873609047290392,0.03496149479917179,0.12311611972155852,0.04898368006898557,0.049385070909370166,0.00034999127230236654
CFG,250,0.0016326165049355943,0.41141935924376977,1.2555552222884276,0.50366749909147,0.5085823674415291,0.001843871686765062
CHD,250,7.78786558640096e-05,0.01962542127773042,0.11111272238275469,0.058383492545892146,0.05886404621938435,0.0002891338376934807
CHRW,250,0.0006130703309681546,0.15449372340397496,0.493376540284386,0.1715903104010863,0.17307553470735204,0.000824325512797623
CHTR,250,-0.0006863749144805023,-0.17296647844908658,-0.44331368698054613,-0.17706951478120458,-0.17835152004958932,-0.0004751197326510348
CI,250,0.0010019020615094573,0.2524793195003832,0.9351272615469383,0.3077311598609509,0.31054102247262283,0.0012131572433389283
CINF,250,0.0008817395157571088,0.2221983579707914,1.082655457605416,0.2869082875585274,0.28950781493627,0.0010929946975865778
CL,250,0.0013279087587717243,0.3346330072104745,2.292721873046338,0.4535281135443965,0.457883509680312,0.0015391639406011925
CLX,250,-2.484563712844198e-05,-0.00626110055636738,-0.0266929295468292,0.019775779160005724,0.01993555202275976,0.00018640954470102613
CMCSA,250,-0.0006883442528289401,-0.1734627517128929,-0.7695114412282886,-0.13470369361631995,-0.1357046654710643,-0.00047708907099947495
CME,250,9.27169927220205e-05,0.023364682165949165,0.13611332648882937,0.06333484224048935,0.06385736612533832,0.0003039721745514916
CMG,250,0.001407308311476856,0.3546416944921677,1.3280753682202713,0.44639715070003483,0.4506741024676968,0.001618563493306322
CMI,250,0.0010088623327352854,0.25423330784929193,1.1135497219746904,0.32205040107518923,0.3250064621161597,0.0012201175145647558
CMS,250,0.0006672006164991056,0.1681345553577746,0.9207009451698167,0.22513091457144863,0.22712261195886674,0.0008784557983285744
CNC,250,0.0009227269448318045,0.23252719009761474,0.9202214492059342,0.2866003140541262,0.2891967508648938,0.0011339821266612756
CNP,250,-0.0001750763232278416,-0.04411923345341608,-0.21088457672990743,-0.01265824181910713,-0.012758858980592702,3.617885860162517e-05
COF,250,0.0013284330828004485,0.334765136865713,1.2662394997815016,0.4196134558046569,0.42359832391535135,0.001539688264629922
COO,250,0.0005210628116064362,0.13130782852482192,0.48822912405365043,0.15966988564674622,0.1610450054452952,0.0007323179934359041
COP,250,-0.0004035612319703825,-0.10169743045653638,-0.47361293115470016,-0.06836416011009105,-0.0688917880887594,-0.00019230605014091345
COR,250,0.0011002516919391809,0.27726342636867357,1.6827596080109832,0.36928439718236317,0.3727315290846944,0.0013115068737686525
COST,250,0.0018437330764003001,0.4646207352528756,2.3922699957265734,0.6396509046997136,0.6461499916444085,0.002054988258229769
CPB,250,0.0006667192330522193,0.16801324672915927,0.762242143452968,0.21594526688328397,0.21784870533323053,0.0008779744148816854
CPRT,250,0.0005230272987206886,0.13180287927761353,0.6515839753897005,0.177412174821022,0.17895153006172282,0.0007342824805501578
CPT,250,0.0005374148611413039,0.1354285450076086,0.572436918307597,0.1729435961581478,0.17444138234269624,0.0007486700429707724
CRM,250,0.0005605261809490298,0.1412525975991555,0.4131881295599191,0.14160608174986544,0.14281624170276985,0.0007717813627784981
CSCO,250,-0.0006686349873364186,-0.1684960168087775,-0.8326172916204819,-0.12621022160791984,-0.1271528148368687,-0.0004573798055069522
CSGP,250,-0.00032163718576109986,-0.08105257081179716,-0.28972289985928157,-0.06382459322445999,-0.06431840720652493,-0.00011038200393163583
CSX,250,0.0002995394960964143,0.0754839530162964,0.4277711143586256,0.11883778637707754,0.1198433163951278,0.0005107946779258812
CTAS,250,0.001723975746916179,0.4344418882228771,2.2950670767053953,0.5934765854330364,0.599427105807673,0.001935230928745651
CTRA,250,-0.0007347540655446427,-0.18515802451724997,-0.8082534805739106,-0.14511592739367518,-0.14618754931055766,-0.0005234988837151748
CTSH,250,0.0001880031828479113,0.04737680207767365,0.24168878645892553,0.08420455881031885,0.08490601958284416,0.00039925836467738014
CVS,250,-0.0005732415258128866,-0.1444568645048474,-0.47874601091272007,-0.12836906845635687,-0.12932656349161809,-0.00036198634398341425
CVX,250,-0.0005466432225771532,-0.13775409208944261,-0.6714626964943277,-0.09951312111883592,-0.10026791461653517,-0.0003353880407476838
D,250,0.0005362334343166625,0.13513082544779895,0.5308987530356095,0.16750209437870844,0.16894944652549104,0.00074748861614613
DAL,250,-5.3016620383885494e-05,-0.013360188336739144,-0.04280520920192562,-0.008632732772178353,-0.008701493291837892,0.0001582385614455819
DD,250,0.00023764351327784587,0.05988616534601716,0.22895170002980486,0.08054378197995882,0.08121361905914637,0.0004488986951073151
DE,250,-0.00043465064658121323,-0.10953196293846573,-0.47222384774459025,-0.07915971388221488,-0.07976703731869306,-0.00022339546475174575
DFS,250,0.0016293711348778085,0.41060152598920774,1.2918985279523658,0.506734851101672,0.5116843896767798,0.0018406263167072775
DG,250,-0.001536064191770139,-0.387088176326075,-0.8394124703510052,-0.36309205112812515,-0.365386535176798,-0.001324809009940672
DGX,250,0.0006051486217211943,0.15249745267374096,0.7659980856565114,0.2026509047075149,0.2044275999129448,0.0008164038035506616
DHI,250,0.001818165128936502,0.4581776124919985,1.3649346392582342,0.5706439842529063,0.5763272282828245,0.002029420310765967
DHR,250,0.00043256103753457905,0.10900538145871393,0.46858613726257337,0.1437993528569388,0.14502941955341786,0.0006438162193640482
DIS,250,0.0003357380636510574,0.08460599204006646,0.3169293885655529,0.10705533965104808,0.10795643867104832,0.0005469932454805295
DLR,250,0.00047509084568844083,0.11972289311348709,0.45822100926126524,0.1476042684877017,0.14886895016625967,0.0006863460275179077
DLTR,250,-0.0013735879180638761,-0.3461441553520968,-1.1098489850795783,-0.2884453479550696,-0.2903798672268769,-0.0011623327362344095
DOV,250,0.0007681952187144411,0.19358519511603917,0.9403749039547745,0.2510423846481271,0.2532860330290412,0.0009794504005439116
DPZ,250,0.00017833216198902613,0.044939704821234584,0.15952293566923048,0.058981377365285415,0.0594669891178059,0.00038958734381849315
DRI,250,-5.997988156411599e-05,-0.015114930154157229,-0.0728754170281439,0.01664950101915652,0.016783808618560325,0.0001512753002653569
DTE,250,0.0006741419692360802,0.1698837762474922,0.854136279776292,0.2235270725159153,0.22550331942231683,0.0008853971510655507
DUK,250,0.0008797862733678039,0.2217061408886866,1.345312378582249,0.2959171676647372,0.29860736361882045,0.0010910414551972734
DVA,250,0.0015673951987435978,0.3949835900833866,1.1265905902166733,0.46538500145010553,0.4698714553522114,0.001778650380573068
DVN,250,-0.0007504889199401905,-0.18912320782492803,-0.7420660161928943,-0.1538170761771659,-0.15494695504587985,-0.0005392337381107253
DXCM,250,-0.0009503991878689706,-0.2395005953429806,-0.41133735564912227,-0.3195289960787562,-0.3216214600288022,-0.0007391440060395003
EA,250,0.0007701633727444533,0.19408116993160224,1.1309225769131914,0.2594989727153949,0.261825791753592,0.0009814185545739182
EBAY,250,0.0009883924276183722,0.2490748917598298,1.0186013483992056,0.3104212965336035,0.3132585290000476,0.0011996476094478386
ECL,250,0.0011742612597629633,0.2959138374602668,1.4695517602863157,0.38576900331042396,0.389390642566503,0.0013855164415924363
ED,250,0.0004068218437413672,0.10251910462282454,0.5863215174209585,0.14951895090685818,0.15080108982851992,0.0006180770255708396
EFX,250,0.0015482654502770486,0.39016289346981625,1.30618850830113,0.48493933261039834,0.4896436187514883,0.001759520632106518
EG,250,0.00019350345226850808,0.048762869971664034,0.20375077107295372,0.07521930745508021,0.075843327676818,0.0004047586340979742
EIX,250,0.0008325165763701786,0.209794177245285,1.0384430753440101,0.2721823435232602,0.2746347626706962,0.0010437717581996467
EL,250,-0.0020946694244705546,-0.5278566949665797,-1.2116223141106797,-0.4331477712306395,-0.43571615437891387,-0.0018834142426410894
ELV,250,0.0007801801407706039,0.1966053954741922,1.0434598497268843,0.2588498768066183,0.26117029568542494,0.0009914353226000733
EMN,250,0.0005941092315559745,0.14971552635210558,0.6456260382961589,0.19090279009872813,0.19256847077304484,0.0008053644133854418
EMR,250,0.00016274756254090603,0.04101238576030832,0.16578134549463294,0.06540640255222963,0.06594654129996802,0.00037400274437037395
EOG,250,-0.0001721858000221071,-0.043390821605570985,-0.18773693402405214,-0.016490979338652845,-0.016621804632392934,3.906938180736497e-05
EQIX,250,0.0002009298730162889,0.050634328000104804,0.1960319044674382,0.073104183033877,0.07371006169151206,0.00041218505484575676
EQR,250,0.0005004283408648873,0.1261079418979516,0.6129990377911577,0.1699999570846631,0.17147043506498183,0.0007116835226943573
EQT,250,-0.0011188893836964699,-0.2819601246915104,-0.8820382507351452,-0.24219815928352828,-0.24387760532231972,-0.0009076342018670005
ES,250,0.0002055412130180564,0.051796385680550214,0.19355698477680247,0.07105471207687586,0.07164304437162983,0.00041679639484752234
ESS,250,0.0008435075275988788,0.21256389695491745,0.9606232278133683,0.2705877531003129,0.27302432507693597,0.0010547627094283476
ETN,250,0.0010367081258927935,0.26125044772498396,0.929922048010671,0.3135190442971172,0.3163878489951344,0.0012479633077222623
ETR,250,0.0008445714511296427,0.21283200568466995,1.1294129213446649,0.2793089583037547,0.2818323994159808,0.001055826632959111
EW,250,-0.0001612584759220021,-0.040637135932344526,-0.0967728388080222,-0.08405339617444985,-0.08469651073497231,4.9996705907467856e-05
EXC,250,-0.0003141027141557831,-0.07915388396725734,-0.36889410870013045,-0.047511914131821875,-0.04788276120376411,-0.00010284753232631543
EXPD,250,0.00010438692450189115,0.02630550497447657,0.13063205102139144,0.06049669802671631,0.06099514151895713,0.0003156421063313598
EXPE,250,0.001118679568366583,0.2819072512283789,0.6505029051532094,0.2694167812839907,0.27184172634145143,0.0013299347501960525
EXR,250,0.0012345990083032952,0.3111189500924304,1.0395945061745093,0.37390357435619337,0.37739944425977323,0.0014458541901327688
F,250,-0.00024042559203351233,-0.06058724919244511,-0.15935553957822743,-0.07825376738658074,-0.0788544419414483,-2.9170410204042097e-05
FAST,250,0.0005809824529723772,0.14640757814903907,0.6865214753640928,0.19203911023783204,0.19371548790187543,0.0007922376348018449
FCX,250,0.00028140566275263064,0.07091422701366293,0.20644815275957396,0.06724504670912723,0.06780084701447775,0.0004926608445821006
FDS,250,-0.00024613919891178443,-0.06202707812576968,-0.3042432811975686,-0.029025476094315272,-0.02925424994875503,-3.48840170823132e-05
FDX,250,0.0004920002711501401,0.12398406832983531,0.4299347442896313,0.14484418751641615,0.1460837493684355,0.0007032554529796064
FE,250,0.0006816209291987633,0.17176847415808835,0.9647483531092009,0.23059680187484188,0.23264128168892273,0.0008928761110282333
FFIV,250,0.0007457378077045743,0.18792592754155274,0.7737569143661345,0.23412911210274423,0.23620780674015296,0.000956992989534042
FI,250,0.001255225639315302,0.3163168611074561,1.8417893144586441,0.4217084079023208,0.42571597571820163,0.0014664808211447737
FIS,250,0.0013968851873038298,0.35201506720056513,1.5016380391580098,0.4546576659194823,0.45902551372564804,0.0016081403691332987
FITB,250,0.0017869717491663958,0.45031688078993176,1.5217808357592204,0.5781885334850845,0.5839597980407265,0.0019982269309958656
FMC,250,-0.0009272495546222938,-0.23366688776481806,-0.5000999216614677,-0.24985474993415002,-0.25157803208823604,-0.0007159943727928298
FRT,250,0.0005128733953648925,0.1292440956319529,0.6171305391184136,0.17275140590621296,0.17424740731588928,0.0007241285771943613
FTNT,250,0.0010068694541371975,0.2537311024425738,0.6442135363464707,0.2602267197394521,0.26256071765948397,0.0012181246359666642
FTV,250,-0.00035030452651021326,-0.08827674068057374,-0.39171161878228156,-0.058466151777449515,-0.058919823946780636,-0.00013904934468074293
GD,250,0.0009690694332105474,0.24420549716905796,1.3716083338371858,0.3224366824613438,0.32539670483157224,0.0011803246150400174
GE,250,0.0025427634553285426,0.6407763907427927,2.305484160577732,0.9152560130112868,0.9252389932464586,0.0027540186371580156
GEN,250,0.0010008021527358898,0.2522021424894442,0.8189213444045921,0.2926233498801585,0.29528033680455,0.0012120573345653606
GILD,250,2.6101257628932896e-05,0.00657751692249109,0.027183395490336597,0.030658818360599582,0.030907840993204205,0.00023735643945840056
GIS,250,0.00021048714319118813,0.05304276008417941,0.27667884386693475,0.09116982514004168,0.09193173065042837,0.0004217423250206588
GL,250,0.0007026800331605297,0.1770753683564535,0.2745554289207737,-0.057424801002514236,-0.057870643508199815,0.0009139352149899996
GLW,250,0.0008876631236534738,0.2236911071606754,0.8609378012271566,0.2735848355686792,0.276051206145824,0.0010989183054829408
GM,250,0.0015521555604529978,0.3911432012341554,1.2816359948719005,0.48419789566110305,0.4888938841418369,0.0017634107422824705
GOOGL,250,0.0006858560173432791,0.17283571637050635,0.6224927296030259,0.20433436880737932,0.2061270481408759,0.0008971111991727497
GPC,250,-0.00039819119687396526,-0.10034418161223925,-0.3929272235670688,-0.07621877214764794,-0.07680448540563745,-0.00018693601504449854
GPN,250,-0.0006710045250188938,-0.16909314030476125,-0.615229402485976,-0.14158679362028204,-0.14263458314067767,-0.00045974934318942406
GRMN,250,0.0021046430701790702,0.5303700536851257,2.0752985542004887,0.7284986015055275,0.7360826015944029,0.0023158982520085445
GS,250,0.001663822283796598,0.4192832155167427,1.8746420678320475,0.5584911713875331,0.5640332486714155,0.001875077465626068
GWW,250,0.0011805076757060644,0.29748793427792825,1.4240128276006017,0.385688880263664,0.3893096674812666,0.0013917628575355345
HAL,250,-0.0010589134326134584,-0.26684618501859153,-1.0016605511228553,-0.21904046520714904,-0.2205835638336181,-0.000847658250783991
HAS,250,-0.0002527030326675419,-0.06368116423222056,-0.19027497273397184,-0.06360759987887332,-0.06409979308687053,-4.144785083807245e-05
HBAN,250,0.0010943009279415147,0.2757638338412617,0.9932486062640409,0.3342245909761574,0.33730593604397363,0.0013055561097709823
HCA,250,0.0012748319340140843,0.32125764737154927,1.3377986115926845,0.40874612648130215,0.4126136444476025,0.0014860871158435549
HD,250,0.00027771610867381263,0.06998445938580078,0.3378823542123789,0.10634086362331718,0.10723566248869476,0.0004889712905032809
HES,250,-0.0005952360549409462,-0.14999948584511844,-0.575712420275346,-0.12175572367186116,-0.12266743330221663,-0.0003839808731114785
HIG,250,0.0017433409287919614,0.4393219140555743,2.408529170765135,0.6029269361445178,0.6089888584783447,0.00195459611062143
HLT,250,0.0013661062697441402,0.34425877997552334,1.7385048027594558,0.454569532381788,0.4589364083887877,0.0015773614515736103
HOLX,250,0.00016330124857586516,0.04115191464111802,0.23285417875878373,0.08146958058340181,0.08214740575140844,0.000374556430405332
HON,250,0.00023411226952345344,0.058996291919910265,0.3681439339225617,0.10361486456660951,0.10448566016325156,0.00044536745135292336
HPE,250,0.00031350735858474244,0.0790038543633551,0.23233755928527133,0.07730819423726687,0.07795016393131182,0.0005247625404142073
HPQ,250,0.0006510062356481299,0.16405357138332874,0.5639441307897693,0.19130718819200898,0.1929766747501347,0.0008622614174776019
HRL,250,-0.0007147859277512542,-0.18012605379331606,-0.6368121546340442,-0.1523438035510416,-0.1534638688638671,-0.0005035307459217834
HSIC,250,-0.00040824574476198896,-0.10287792768002121,-0.419706333823677,-0.07596588786218039,-0.07654973938815446,-0.0001969905629325213
HST,250,0.00034963199428485626,0.08810726255978378,0.37110829156504366,0.11883698510629026,0.11984250798829166,0.0005608871761143264
HSY,250,-0.0005372370105325925,-0.1353837266542133,-0.6602762521546656,-0.09721771312392313,-0.09795605922231532,-0.00032598182870312504
HUBB,250,0.0007492951036798347,0.18882236612731834,0.6399832279175638,0.2173013572997886,0.21921779038228761,0.0009605502855093041
HUM,250,-0.00104117513613007,-0.26237613430477763,-0.8079980216909369,-0.23043352837834286,-0.23204440777681545,-0.0008299199543006006
IBM,250,0.0011290202200996695,0.2845130954651167,1.3214974865208637,0.3662971579500265,0.36971283785377795,0.0013402754019291407
ICE,250,0.0011309519446111352,0.2849998900420061,1.767933151539493,0.3806512272657838,0.3842185187557956,0.0013422071264406039
IDXX,250,-0.00029261167003081514,-0.07373814084776542,-0.2580547714246052,-0.05859692439114261,-0.059051579152122335,-8.135648820134834e-05
IEX,250,-0.0005382687182004566,-0.13564371698651506,-0.7002247135590612,-0.09549677224605757,-0.09622275635136202,-0.0003270135363709905
IFF,250,0.0014869818500139933,0.37471942620352633,1.4695509866722096,0.4802846670999299,0.48493691105028436,0.001698237031843464
INCY,250,-1.3117434050832543e-05,-0.0033055933808098007,-0.01241525474861995,0.014994607885229438,0.015115466834603408,0.00019813774777863508
INTC,250,-0.0017364583883208323,-0.43758751385684974,-0.89606820280971,-0.39797867937495746,-0.4004177506373814,-0.0015252032064913639
INTU,250,0.00047823831846030595,0.1205160562519971,0.4527891574207487,0.14676134964107068,0.14801835412466868,0.0006894935002897739
IP,250,0.0012313651791700532,0.3103040251508534,1.069584145580476,0.3759590809473663,0.3794766793650961,0.0014426203609995243
IPG,250,-0.00011648721370476636,-0.029354777853601122,-0.1349132605334827,0.00030681400916621193,0.00030926890075266833,9.476796812470761e-05
IQV,250,0.00042074105015983644,0.10602674464027878,0.3539713160501049,0.12133910310046025,0.12236693218853811,0.0006319962319893048
IRM,250,0.0022119934403440813,0.5574223469667084,2.326052149278747,0.780537667811305,0.7887744173314559,0.002423248622173547
ISRG,250,0.001788239835636498,0.4506364385803975,1.624421899363529,0.5870300540283409,0.59290484196861,0.001999495017465966
IT,250,0.001288994826333767,0.32482669623610927,1.216513245198265,0.40543931963693214,0.40927126354735455,0.0015002500081632325
ITW,250,-6.995638701621394e-05,-0.017629009528085913,-0.11276859519899464,0.023487074719158896,0.023677178465254523,0.00014129879481325193
IVZ,250,0.00024342412459378048,0.06134287939763268,0.1942170152115476,0.06612597757563154,0.06667224261161997,0.00045467930642325096
J,250,0.000313701876687575,0.0790528729252689,0.3702448547367505,0.11449253538894433,0.1154594351537428,0.0005249570585170449
JBHT,250,-0.0004699975725870342,-0.11843938829193262,-0.43600250430747595,-0.09664632134884132,-0.09738056591121058,-0.00025874239075756764
